application_id,candidate_id,job_id,source_id,source_name_raw,application_date,application_status,last_stage,rejection_reason,withdrawal_date,salary_expectation_eur,data_processing_consent
APP000762,CAN08863,JOB0387,SRC004,Employee Referral,2024-07-18,Rejected,Application,Minimum requirements not met,,76000.0,True
APP000763,CAN14862,JOB0405,SRC005,Recruiting Agency,2025-04-13,Rejected,Interview,Interview evaluation,,74000.0,True
APP000764,CAN11284,JOB0016,SRC003,Indeed,2024-08-27,Rejected,Screening,Skills mismatch,,92000.0,True
APP000765,CAN01237,JOB0211,SRC003,Indeed,2025-04-11,Rejected,Screening,Experience mismatch,,78000.0,True
APP000766,CAN10501,JOB0226,SRC004,Employee Referral,2025-11-06,Withdrawn,Screening,,2025-11-12,72000.0,True
APP000767,CAN05306,JOB0365,SRC003,Indeed,2025-03-17,Rejected,Interview,Team fit,,84500.0,True
APP000768,CAN12950,JOB0033,SRC002,LinkedIn,2025-06-08,Rejected,Application,Minimum requirements not met,,73000.0,True
APP000769,CAN10254,JOB0020,SRC002,LinkedIn,2024-09-02,Rejected,Application,Minimum requirements not met,,107000.0,True
APP000770,CAN00448,JOB0300,SRC006,Federal Employment Agency,2025-02-12,Rejected,Interview,Interview evaluation,,98500.0,True
APP000771,CAN12805,JOB0170,SRC006,Federal Employment Agency,2024-05-29,Rejected,Application,Minimum requirements not met,,81500.0,True
APP000772,CAN02637,JOB0205,SRC002,LINKEDIN,2025-03-19,Rejected,Screening,Skills mismatch,,,True
APP000773,CAN12200,JOB0093,SRC005,recruitment agency,2024-03-08,Rejected,Interview,Position cancelled,,60000.0,True
APP000774,CAN07374,JOB0342,SRC002,LinkedIn,2025-07-07,Rejected,Application,Minimum requirements not met,,85000.0,True
APP000775,CAN11905,JOB0085,SRC003,Indeed,2025-12-08,Rejected,Application,Minimum requirements not met,,98000.0,True
APP000776,CAN13258,JOB0241,SRC004,Employee Referral,2024-05-02,Rejected,Application,Minimum requirements not met,,59000.0,True
APP000777,CAN08988,JOB0021,SRC006,Federal Employment Agency,2024-07-03,Rejected,Screening,Skills mismatch,,73000.0,True
APP000778,CAN11135,JOB0068,SRC006,Federal Employment Agency,2024-11-27,Rejected,Application,Minimum requirements not met,,90000.0,True
APP000779,CAN09132,JOB0054,SRC002,LinkedIn,2025-09-07,Rejected,Application,Minimum requirements not met,,86000.0,True
APP000780,CAN04227,JOB0375,SRC007,University Event,2024-06-15,Rejected,Application,Minimum requirements not met,,77000.0,True
APP000781,CAN08982,JOB0205,SRC004,employee referral,2025-04-20,Rejected,Application,Minimum requirements not met,,81500.0,False
APP000782,CAN00082,JOB0404,SRC001,Career Page,2025-03-08,Hired,Hired,Minimum requirements not met,,78000.0,True
APP000783,CAN07674,JOB0220,SRC003,Indeed,2024-07-05,Rejected,Application,Minimum requirements not met,,97500.0,True
APP000784,CAN05522,JOB0242,SRC001,Career Page,2024-08-19,Rejected,Screening,Skills mismatch,,73000.0,True
APP000785,CAN09193,JOB0304,SRC001,Career Page,2024-07-25,Rejected,Application,Minimum requirements not met,,74500.0,True
APP000786,CAN05538,JOB0193,SRC003,Indeed,2024-10-22,Rejected,Application,Minimum requirements not met,,61000.0,True
APP000787,CAN08495,JOB0038,SRC003,Indeed,2025-10-09,Rejected,Interview,Technical skills,,89500.0,True
APP000788,CAN08765,JOB0226,SRC006,Federal Employment Agency,2025-10-05,Withdrawn,Screening,,2025-10-12,94000.0,True
APP000789,CAN14195,JOB0037,SRC007,university fair,2025-06-14,Hired,Hired,Minimum requirements not met,,102000.0,True
APP000790,CAN09503,JOB0290,SRC003,Indeed,2024-12-30,Rejected,Application,Minimum requirements not met,,80500.0,True
APP000791,CAN03457,JOB0047,SRC002,LinkedIn,2024-10-05,Rejected,Application,Minimum requirements not met,,84500.0,True
APP000792,CAN00673,JOB0376,SRC001,Career Page,2024-10-25,Rejected,Application,Minimum requirements not met,,88000.0,True
APP000793,CAN08911,JOB0180,SRC001,Career Page,,Withdrawn,Interview,,2025-04-30,70000.0,True
APP000794,CAN03476,JOB0290,SRC003,Indeed,2025-01-17,Rejected,Application,Minimum requirements not met,,72000.0,True
APP000795,CAN12762,JOB0283,SRC004,Employee Referral,2024-04-03,Rejected,Screening,Skills mismatch  ,,77000.0,True
APP000796,CAN08698,JOB0004,SRC002,LinkedIn,2025-01-02,Rejected,Application,Minimum requirements not met,,,True
APP000797,CAN04082,JOB0310,SRC007,University Event,2025-11-11,Rejected,Application,Minimum requirements not met,,100000.0,True
APP000798,CAN07321,JOB0298,SRC007,university fair,2024-05-15,Rejected,Application,Minimum requirements not met,,77000.0,True
APP000799,CAN05725,JOB0257,SRC005,Recruiting Agency,2024-10-03,Rejected,Application,Minimum requirements not met,,107000.0,True
APP000800,CAN02426,JOB0168,SRC001,Career Page,2024-09-23,Rejected,Interview,Experience mismatch,,75000.0,True
APP000801,CAN03521,JOB0342,SRC004,Employee Referral,2025-06-27,Rejected,Interview,Experience mismatch,,79500.0,True
APP000802,CAN14390,JOB0253,SRC005,Recruiting Agency,2025-05-29,Rejected,Application,Minimum requirements not met,,78000.0,True
APP000803,CAN01995,JOB0118,SRC003,Indeed.de,2025-02-28,Rejected,Application,Minimum requirements not met,,101500.0,True
APP000804,CAN02028,JOB0136,SRC001,Career Page,2025-03-29,Rejected,Application,Minimum requirements not met,,40000.0,True
APP000805,CAN14181,JOB0107,SRC002,LinkedIn,2024-09-30,Rejected,Screening,Skills mismatch,,68500.0,True
APP000806,CAN11416,JOB0371,SRC003,Indeed,2025-01-23,Rejected,Application,Minimum requirements not met,,65500.0,True
APP000807,CAN00959,JOB0276,SRC004,Employee Referral,2024-10-15,Rejected,Application,Minimum requirements not met,,47500.0,True
APP000808,CAN09435,JOB0288,SRC004,Employee Referral,2024-05-14,Rejected,Interview,Technical skills,,62000.0,True
APP000809,CAN10284,JOB0036,SRC005,Recruiting Agency,2024-04-28,Rejected,Interview,Interview evaluation,,63000.0,True
APP000810,CAN02850,JOB0283,SRC001,Career Page,2024-03-18,Rejected,Application,Minimum requirements not met,,68000.0,True
APP000811,CAN12867,JOB0060,SRC002,LinkedIn,2025-01-04,Rejected,Screening,Experience mismatch,,73000.0,True
APP000812,CAN08324,JOB0222,SRC004,Employee Referral,2024-11-29,Rejected,Application,Minimum requirements not met,,64500.0,True
APP000813,CAN05236,JOB0232,SRC002,LinkedIn,2024-06-26,Rejected,Screening,Skills mismatch,,94500.0,True
APP000814,CAN14054,JOB0132,SRC003,Indeed,2025-01-05,Rejected,Interview,Position cancelled,,68500.0,True
APP000815,CAN06586,JOB0220,SRC003,Indeed,27.08.2024,Rejected,Application,Minimum requirements not met,,81000.0,True
APP000816,CAN03995,JOB0042,SRC001,Career Page,2025-09-24,Rejected,Screening,Location,,57000.0,True
APP000817,CAN03733,JOB0394,SRC003,Indeed,2025-09-16,Rejected,Screening,Experience mismatch,,79000.0,True
APP000818,CAN01994,JOB0226,SRC007,University Event,2025-11-11,In process,Screening,,,76000.0,True
APP000819,CAN08740,JOB0055,SRC003,Indeed,2025-10-16,Rejected,Screening,Experience mismatch,,70000.0,True
APP000820,CAN00347,JOB0257,SRC006,Federal Employment Agency,2024-10-18,Rejected,Screening,Skills mismatch,,121500.0,True
APP000821,CAN10039,JOB0204,SRC001,Career Page,2024-04-02,Rejected,Screening,Skills mismatch,,72000.0,False
APP000822,CAN01944,JOB0217,SRC002,LinkedIn,2024-08-10,Rejected,Interview,Interview evaluation,,82000.0,True
APP000823,CAN06510,JOB0068,SRC006,Bundesagentur für Arbeit,2024-12-26,Rejected,Interview,Interview evaluation,,74500.0,True
APP000824,CAN07352,JOB0315,SRC006,Arbeitsagentur,2025-04-21,Rejected,Interview,Interview evaluation,,76000.0,True
APP000825,CAN14111,JOB0124,SRC001,Career Page,2025-08-23,Rejected,Application,Minimum requirements not met,,81500.0,False
APP000826,CAN10148,JOB0338,SRC001,Career Page,2025-09-02,Rejected,Application,Minimum requirements not met,,98500.0,True
APP000827,CAN04040,JOB0138,SRC006,Federal Employment Agency,2025-06-27,Rejected,Application,Minimum requirements not met,,53500.0,True
APP000828,CAN11622,JOB0132,SRC002,LinkedIn,2024-12-01,Rejected,Interview,Position cancelled,,62000.0,True
APP000829,CAN07192,JOB0052,SRC004,Employee Referral,2025-03-18,Withdrawn,Screening,,2025-03-23,83000.0,True
APP000830,CAN06144,JOB0344,SRC002,LinkedIn,2024-02-20,Rejected,Screening,Experience mismatch,,91000.0,True
APP000831,CAN00247,JOB0112,SRC004,Mitarbeiterempfehlung,2024-04-30,Offer declined,Offer,,,86500.0,True
APP000832,CAN01119,JOB0231,SRC002,LinkedIn,2025-10-11,Rejected,Screening,Skills mismatch,,99000.0,True
APP000833,CAN13227,JOB0336,SRC003,Indeed,2025-04-03,Rejected,Application,Minimum requirements not met,,56500.0,True
APP000834,CAN05084,JOB0258,SRC003,Indeed,2025-04-09,Rejected,Interview,Interview evaluation,,76500.0,True
APP000835,CAN07171,JOB0395,SRC003,Indeed,2024-07-05,Rejected,Screening,Location,,51000.0,True
APP000836,CAN04035,JOB0201,SRC001,Career Page,2025-03-05,Rejected,Application,Minimum requirements not met,,112500.0,True
APP000837,CAN12128,JOB0366,SRC001,career page,2024-08-22,Rejected,Screening,Experience mismatch,,51500.0,True
APP000838,CAN09880,JOB0213,SRC006,Federal Employment Agency,2025-11-09,Rejected,Application,Minimum requirements not met,,105000.0,True
APP000839,CAN09515,JOB0069,SRC002,LinkedIn,2024-11-10,Rejected,Application,Minimum requirements not met,,59000.0,True
APP000840,CAN13742,JOB0271,SRC007,University Event,2025-07-14,Rejected,Application,Minimum requirements not met,,78000.0,True
APP000841,CAN09641,JOB0043,SRC004,Employee Referral,2024-10-01,Withdrawn,Interview,,2024-10-19,,True
APP000842,CAN06229,JOB0342,SRC005,Recruiting Agency,2025-06-29,Withdrawn,Screening,,2025-07-10,83500.0,True
APP000843,CAN01286,JOB0039,SRC003,Indeed,2024-03-07,Rejected,Screening,Location,,49500.0,True
APP000844,CAN01883,JOB0232,SRC002,LinkedIn,2024-07-14,Rejected,Screening,Experience mismatch,,95000.0,True
APP000845,CAN05265,JOB0379,SRC004,Employee Referral,2025-11-16,Rejected,Application,Minimum requirements not met,,91000.0,True
APP000846,CAN03960,JOB0405,SRC002,LinkedIn,2025-04-27,Rejected,Interview,Interview evaluation,,88000.0,True
APP000847,CAN14887,JOB0068,SRC003,Indeed,2025-01-28,Rejected,Application,Minimum requirements not met,,86500.0,False
APP000848,CAN09760,JOB0401,SRC006,Federal Employment Agency,2024-12-15,Rejected,Application,Minimum requirements not met,,82000.0,True
APP000849,CAN09392,JOB0307,SRC007,University Event,2025-02-02,Rejected,Application,Minimum requirements not met,,66500.0,True
APP000850,CAN00970,JOB0323,SRC002,LinkedIn,2024-03-29,Rejected,Screening,Salary expectations,,56500.0,True
APP000851,CAN10667,JOB0276,SRC003,Indeed,2024-10-09,Rejected,Interview,Interview evaluation,,51000.0,True
APP000852,CAN12045,JOB0179,SRC003,Indeed,2025-01-06,Rejected,Screening,Experience mismatch,,95500.0,True
APP000853,CAN05798,JOB0108,SRC001,Career Page,2025-04-19,Rejected,Interview,Team fit,,70500.0,True
APP000854,CAN06241,JOB0248,SRC001,Career Page,2025-07-03,Rejected,Application,Minimum requirements not met,,79500.0,True
APP000855,CAN04906,JOB0237,SRC003,Indeed.de,2024-01-24,Rejected,Screening,Salary expectations,,63000.0,True
APP000856,CAN10726,JOB0145,SRC003,Indeed,2025-01-15,Rejected,Application,Minimum requirements not met,,105500.0,True
APP000857,CAN11209,JOB0005,SRC002,LinkedIn,2025-02-21,Rejected,Application,Minimum requirements not met,,107500.0,True
APP000858,CAN12556,JOB0014,SRC002,LinkedIn,2025-11-01,Rejected,Application,Minimum requirements not met,,93000.0,True
APP000859,CAN11212,JOB0158,SRC001,Career Page,2024-10-12,Rejected,Application,Minimum requirements not met,,46000.0,True
APP000860,CAN06929,JOB0011,SRC002,LinkedIn,2025-04-18,Rejected,Application,Minimum requirements not met,,77000.0,True
APP000861,CAN13533,JOB0242,SRC006,Federal Employment Agency,2024-07-10,Rejected,Screening,Experience mismatch,,78000.0,True
APP000862,CAN14810,JOB0382,SRC002,LinkedIn,2025-05-30,Rejected,Application,Minimum requirements not met,,73500.0,True
APP000863,CAN06265,JOB0258,SRC005,Recruiting Agency,2025-04-29,Rejected,Screening,Experience mismatch,,92000.0,True
APP000864,CAN00142,JOB0193,SRC004,Employee Referral,2024-10-23,Rejected,Screening,Salary expectations,,53500.0,True
APP000865,CAN14599,JOB0316,SRC002,LinkedIn,2024-11-20,Rejected,Interview,Interview evaluation,,53500.0,True
APP000866,CAN12543,JOB0326,SRC003,Indeed,2025-10-22,Rejected,Screening,Skills mismatch,,67000.0,True
APP000867,CAN00331,JOB0415,SRC005,Recruiting Agency,2024-02-26,Offer declined,Offer,,,89500.0,True
APP000868,CAN10691,JOB0374,SRC001,Career Page,2024-03-22,Rejected,Application,Minimum requirements not met,,52500.0,True
APP000869,CAN06089,JOB0343,SRC007,University Event,2025-01-24,Rejected,Interview,Interview evaluation,,71000.0,True
APP000870,CAN02185,JOB0347,SRC001,Career Page,2024-04-29,Rejected,Interview,Interview evaluation,,72000.0,True
APP000871,CAN13075,JOB0018,SRC001,Career Page,2024-08-01,Rejected,Screening,Skills mismatch,,71000.0,True
APP000872,CAN04737,JOB0291,SRC003,Indeed,2025-06-28,Rejected,Application,Minimum requirements not met,,51000.0,True
APP000873,CAN13313,JOB0123,SRC001,Career Page,2024-09-05,Hired,Hired,Minimum requirements not met,,86000.0,True
APP000874,CAN10952,JOB0242,SRC005,Recruiting Agency,2024-08-20,Rejected,Application,Minimum requirements not met,,77000.0,True
APP000875,CAN00041,JOB0409,SRC005,Recruiting Agency,2024-08-02,Rejected,Application,Minimum requirements not met,,79500.0,True
APP000876,CAN08027,JOB0018,SRC005,Recruiting Agency,2024-06-12,Rejected,Application,Minimum requirements not met,,76500.0,False
APP000877,CAN06828,JOB0231,SRC003,Indeed,2025-08-28,Rejected,Application,Minimum requirements not met,,85500.0,True
APP000878,CAN08376,JOB0366,SRC004,Employee Referral,2024-09-14,Rejected,Application,Minimum requirements not met,,67500.0,True
APP000879,CAN11668,JOB0257,SRC001,Career Page,2024-09-03,Rejected,Application,Minimum requirements not met,,123000.0,True
APP000880,CAN01539,JOB0137,SRC002,LinkedIn,2024-10-27,Withdrawn,Screening,,2024-11-05,91000.0,True
APP000881,CAN03177,JOB0317,SRC001,Career Page,2025-04-26,Withdrawn,Screening,,2025-05-08,79000.0,True
APP000882,CAN05475,JOB0254,SRC007,University Event,2025-09-28,Rejected,Application,Minimum requirements not met,,90500.0,True
APP000883,CAN10641,JOB0362,SRC003,Indeed.de,2024-02-05,Rejected,Application,Minimum requirements not met,,82500.0,True
APP000884,CAN04713,JOB0074,SRC006,Federal Employment Agency,2025-11-08,Rejected,Application,Minimum requirements not met,,92000.0,True
APP000885,CAN02120,JOB0333,SRC001,Careers Page,2024-10-18,Rejected,Interview,Team fit,,72000.0,True
APP000886,CAN11440,JOB0222,SRC002,LinkedIn,2024-11-08,Rejected,Application,Minimum requirements not met,,63000.0,False
APP000887,CAN06996,JOB0053,SRC002,LinkedIn,2025-08-07,Rejected,Interview,Interview evaluation,,71000.0,True
APP000888,CAN09846,JOB0298,SRC002,LINKEDIN,2024-05-20,Rejected,Screening,Skills mismatch,,85000.0,True
APP000889,CAN13854,JOB0062,SRC003,Indeed,2024-05-19,Rejected,Application,Minimum requirements not met,,80000.0,True
APP000890,CAN00056,JOB0115,SRC003,Indeed,2025-03-05,Withdrawn,Screening,,2025-03-11,64500.0,True
APP000891,CAN00761,JOB0219,SRC002,LinkedIn,2025-11-08,Rejected,Interview,Technical skills,,66500.0,True
APP000892,CAN09215,JOB0106,SRC002,LinkedIn,2025-07-14,Rejected,Application,Minimum requirements not met,,84500.0,True
APP000893,CAN02549,JOB0252,SRC002,LinkedIn,2025-01-04,Withdrawn,Screening,,2025-01-15,60000.0,True
APP000894,CAN04485,JOB0271,SRC003,Indeed,20.09.2025,Rejected,Interview,Position cancelled,,77500.0,True
APP000895,CAN06167,JOB0229,SRC002,LinkedIn,2025-08-01,Rejected,Application,Minimum requirements not met,,80000.0,True
APP000896,CAN01852,JOB0047,SRC003,Indeed,2024-10-19,Rejected,Screening,Location,,75000.0,False
APP000897,CAN11102,JOB0349,SRC001,Career Page,2024-02-04,Rejected,Interview,Experience mismatch,,78500.0,True
APP000898,CAN12740,JOB0119,SRC002,LinkedIn,2025-03-08,Rejected,Screening,Skills mismatch,,69000.0,True
APP000899,CAN10341,JOB0161,SRC001,Career Page,2025-01-14,Rejected,Interview,Position cancelled,,65000.0,True
APP000900,CAN07405,JOB0383,SRC002,LinkedIn,2025-10-21,Rejected,Application,Minimum requirements not met,,84500.0,True
APP000901,CAN00224,JOB0193,SRC003,Indeed,2024-11-14,Rejected,Application,Minimum requirements not met,,61500.0,True
APP000902,CAN05089,JOB0191,SRC002,LinkedIn,2025-03-03,Rejected,Application,Minimum requirements not met,,83000.0,True
APP000903,CAN02306,JOB0346,SRC006,Federal Employment Agency,2024-03-13,Rejected,Application,Minimum requirements not met,,78500.0,True
APP000904,CAN02780,JOB0293,SRC003,Indeed,2025-09-13,Rejected,Interview,Interview evaluation,,76500.0,False
APP000905,CAN11865,JOB0232,SRC001,Career Page,2024-07-31,Hired,Hired,Minimum requirements not met,,102000.0,True
APP000906,CAN10611,JOB0252,SRC001,Career Page,2025-04-04,Rejected,Screening,Experience mismatch,,57500.0,True
APP000907,CAN01374,JOB0101,SRC006,Federal Employment Agency,2025-03-02,Rejected,Application,Minimum requirements not met,,91000.0,True
APP000908,CAN04715,JOB0003,SRC001,Career Page,2025-10-07,Rejected,Application,Minimum requirements not met,,65000.0,True
APP000909,CAN06215,JOB0005,SRC001,Career Page,2024-12-23,Rejected,Application,Minimum requirements not met,,112000.0,True
APP000910,CAN07476,JOB0286,SRC001,Company Website,2024-06-07,Rejected,Screening,Skills mismatch,,89500.0,True
APP000911,CAN07201,JOB0017,SRC003,Indeed,2025-05-04,Rejected,Application,Minimum requirements not met,,,True
APP000912,CAN07950,JOB0176,SRC002,LinkedIn,2024-04-07,Rejected,Application,Minimum requirements not met,,74000.0,True
APP000913,CAN07092,JOB0223,SRC005,Recruiting Agency,2025-04-09,Rejected,Interview,Interview evaluation,,101500.0,True
APP000914,CAN03787,JOB0366,SRC003,Indeed,2024-08-23,Rejected,Application,Minimum requirements not met,,64000.0,True
APP000915,CAN04119,JOB0144,SRC003,Indeed,2025-06-09,Rejected,Application,Minimum requirements not met,,101500.0,True
APP000916,CAN09049,JOB0139,SRC001,Career Page,2024-05-11,Rejected,Interview,Position already filled,,72000.0,True
APP000917,CAN00764,JOB0342,SRC007,University Event,2025-07-20,Rejected,Screening,Skills mismatch,,72000.0,True
APP000918,CAN13606,JOB0080,SRC002,LINKEDIN,2025-01-27,Hired,Hired,Minimum requirements not met,,68500.0,True
APP000919,CAN10745,JOB0184,SRC004,Employee Referral,2024-03-14,Rejected,Interview,Interview evaluation,,107500.0,True
APP000920,CAN07429,JOB0005,SRC002,LinkedIn,2025-02-24,Rejected,Application,Minimum requirements not met,,102500.0,True
APP000921,CAN01072,JOB0031,SRC004,Employee Referral,2025-09-26,Rejected,Application,Minimum requirements not met,,92500.0,True
APP000922,CAN07689,JOB0296,SRC005,Recruiting Agency,2025-11-03,Rejected,Interview,Interview evaluation,,91500.0,False
APP000923,CAN13581,JOB0228,SRC007,University Event,2025-03-26,Rejected,Interview,Experience mismatch,,71500.0,True
APP000924,CAN01310,JOB0041,SRC005,Recruiting Agency,2024-09-19,Rejected,Screening,Skills mismatch,,84000.0,False
APP000925,CAN12581,JOB0205,SRC002,LinkedIn,2025-04-17,Rejected,Interview,Team fit,,85500.0,True
APP000926,CAN13631,JOB0089,SRC003,Indeed,2024-03-24,Rejected,Application,Minimum requirements not met,,64000.0,True
APP000927,CAN06493,JOB0418,SRC002,LINKEDIN,2025-11-18,Rejected,Screening,Skills mismatch  ,,77000.0,True
APP000928,CAN04182,JOB0041,SRC005,Recruiting Agency,2024-08-09,Rejected,Application,Minimum requirements not met,,,False
APP000929,CAN13087,JOB0069,SRC002,LinkedIn,2024-09-24,Rejected,Application,Minimum requirements not met,,61000.0,True
APP000930,CAN11645,JOB0228,SRC006,Federal Employment Agency,2025-03-23,Rejected,Interview,Technical skills,,67500.0,True
APP000931,CAN00002,JOB0405,SRC002,Linked In,2025-05-25,Rejected,Interview,Position already filled,,82000.0,True
APP000932,CAN02040,JOB0226,SRC002,LinkedIn,2025-11-10,Rejected,Application,Minimum requirements not met,,69500.0,True
APP000933,CAN11107,JOB0124,SRC002,LinkedIn,2025-08-28,Withdrawn,Screening,,2025-09-05,68000.0,True
APP000934,CAN10845,JOB0316,SRC007,University Event,2024-12-22,Hired,Hired,Minimum requirements not met,,69500.0,True
APP000935,CAN07648,JOB0239,SRC001,Career Page,2025-08-21,Rejected,Application,Minimum requirements not met,,70000.0,True
APP000936,CAN12926,JOB0076,SRC001,Career Page,2025-02-19,Withdrawn,Screening,,2025-02-22,69000.0,True
APP000937,CAN04420,JOB0075,SRC003,Indeed,2024-10-12,Rejected,Application,Minimum requirements not met,,78000.0,False
APP000938,CAN11241,JOB0314,SRC006,Federal Employment Agency,2025-04-20,Rejected,Application,Minimum requirements not met,,54500.0,True
APP000939,CAN14156,JOB0392,SRC001,Career Page,2025-04-05,Rejected,Screening,Skills mismatch,,68000.0,True
APP000940,CAN01383,JOB0158,SRC002,LinkedIn,2024-08-24,Rejected,Screening,Experience mismatch,,41000.0,True
APP000941,CAN07624,JOB0237,SRC002,LinkedIn,2024-02-16,Withdrawn,Interview,,2024-03-18,60500.0,True
APP000942,CAN13354,JOB0128,SRC002,LinkedIn,2025-08-12,Rejected,Screening,Experience mismatch,,63000.0,True
APP000943,CAN14072,JOB0282,SRC002,LinkedIn,2024-10-13,Rejected,Application,Minimum requirements not met,,83500.0,True
APP000944,CAN14696,JOB0206,SRC003,Indeed,2024-07-28,Rejected,Application,Minimum requirements not met,,89500.0,True
APP000945,CAN05134,JOB0213,SRC001,Careers Page,2025-10-19,Rejected,Application,Minimum requirements not met,,99000.0,True
APP000946,CAN08176,JOB0154,SRC005,Recruiting Agency,2025-12-06,Rejected,Interview,Interview evaluation,,73000.0,False
APP000947,CAN10914,JOB0110,SRC003,Indeed,2024-02-10,Rejected,Screening,Experience mismatch,,74500.0,True
APP000948,CAN12362,JOB0006,SRC003,Indeed,2024-03-18,Rejected,Application,Minimum requirements not met,,108500.0,True
APP000949,CAN05056,JOB0102,SRC004,Employee Referral,2025-04-18,Rejected,Application,Minimum requirements not met,,109000.0,True
APP000950,CAN03069,JOB0163,SRC001,Career Page,2024-05-21,Rejected,Application,Minimum requirements not met,,94000.0,True
APP000951,CAN14057,JOB0179,SRC001,Career Page,2024-11-29,Rejected,Application,Minimum requirements not met,,93000.0,True
APP000952,CAN13954,JOB0005,SRC003,indeed,2025-02-14,Rejected,Application,Minimum requirements not met,,106500.0,True
APP000953,CAN14899,JOB0385,SRC003,Indeed,2024-12-02,Rejected,Application,Minimum requirements not met,,83000.0,False
APP000954,CAN08115,JOB0135,SRC002,LinkedIn,2024-08-14,Hired,Hired,Minimum requirements not met,,85000.0,True
APP000955,CAN02497,JOB0169,SRC001,Career Page,2024-06-29,Rejected,Application,Minimum requirements not met,,99000.0,True
APP000956,CAN01637,JOB0155,SRC002,LinkedIn,2025-01-01,Rejected,Screening,Experience mismatch,,82000.0,False
APP000957,CAN07914,JOB0339,SRC001,Career Page,2024-07-04,Rejected,Application,Minimum requirements not met,,52500.0,True
APP000958,CAN08257,JOB0002,SRC002,LinkedIn,2025-04-23,Rejected,Application,Minimum requirements not met,,51500.0,True
APP000959,CAN02708,JOB0342,SRC001,Career Page,2025-07-25,Rejected,Interview,Experience mismatch,,82000.0,True
APP000960,CAN13006,JOB0229,SRC002,LinkedIn,2025-08-01,Rejected,Interview,Interview evaluation,,80000.0,True
APP000961,CAN08495,JOB0395,SRC002,LinkedIn,2024-06-14,Rejected,Screening,Skills mismatch,,52500.0,True
APP000962,CAN08730,JOB0420,,University Event,2024-08-10,Rejected,Screening,Salary expectations,,56500.0,True
APP000963,CAN04144,JOB0003,SRC002,LinkedIn,2025-08-19,Rejected,Application,Minimum requirements not met,,67500.0,True
APP000964,CAN13599,JOB0144,SRC003,Indeed,2025-07-29,Rejected,Application,Minimum requirements not met,,104000.0,True
APP000965,CAN07381,JOB0046,SRC004,Employee Referral,2025-09-03,Rejected,Application,Minimum requirements not met,,82000.0,True
APP000966,CAN11295,JOB0209,SRC001,Career Page,2024-03-31,Withdrawn,Interview,,2024-05-01,82500.0,True
APP000967,CAN01333,JOB0091,SRC001,Career Page,2025-01-06,Rejected,Interview,Technical skills,,56500.0,True
APP000968,CAN04143,JOB0068,SRC004,Employee Referral,2025-02-01,Withdrawn,Screening,,2025-02-14,96000.0,True
APP000969,CAN10278,JOB0053,SRC003,Indeed,16.07.2025,Rejected,Application,Minimum requirements not met,,76000.0,True
APP000970,CAN13476,JOB0103,SRC004,Employee Referral,2025-08-15,Rejected,Application,Minimum requirements not met,,86000.0,True
APP000971,CAN03376,JOB0119,SRC006,Federal Employment Agency,2025-02-23,Rejected,Application,Minimum requirements not met,,78000.0,True
APP000972,CAN05686,JOB0078,SRC003,Indeed,2025-04-01,Rejected,Application,Minimum requirements not met,,70000.0,True
APP000973,CAN06184,JOB0149,SRC003,Indeed,2025-09-23,Rejected,Interview,Team fit,,72000.0,True
APP000974,CAN14573,JOB0161,SRC001,Career Page,2025-01-24,Rejected,Screening,Experience mismatch,,84000.0,True
APP000975,CAN06096,JOB0062,SRC003,Indeed,2024-06-30,Rejected,Application,Minimum requirements not met,,91000.0,True
APP000976,CAN09443,JOB0252,SRC003,indeed,2025-02-13,Rejected,Application,Minimum requirements not met,,62000.0,True
APP000977,CAN06161,JOB0191,SRC001,Career Page,2025-02-27,Rejected,Interview,Interview evaluation,,75500.0,True
APP000978,CAN07896,JOB0195,SRC002,Linked In,2024-03-29,Rejected,Application,Minimum requirements not met,,69000.0,True
APP000979,CAN00305,JOB0330,SRC003,Indeed,2025-07-05,Rejected,Screening,Skills mismatch,,71000.0,True
APP000980,CAN01899,JOB0335,SRC001,Career Page,2025-01-11,Rejected,Screening,Experience mismatch,,76500.0,True
APP000981,CAN07486,JOB0273,SRC001,Career Page,2025-08-12,Rejected,Interview,Technical skills,,82000.0,True
APP000982,CAN07640,JOB0344,SRC004,Referral,2024-03-02,Rejected,Screening,Location,,89500.0,True
APP000983,CAN00184,JOB0412,SRC005,Recruiting Agency,2025-09-26,Withdrawn,Screening,,2025-09-30,71000.0,True
APP000984,CAN09401,JOB0102,SRC002,LinkedIn,2025-04-20,Rejected,Application,Minimum requirements not met,,99500.0,True
APP000985,CAN10040,JOB0150,SRC002,LinkedIn,2025-01-24,Rejected,Interview,Position cancelled,,45000.0,True
APP000986,CAN02412,JOB0223,SRC002,linkedin,2025-02-26,Rejected,Application,Minimum requirements not met,,88500.0,True
APP000987,CAN05537,JOB0347,SRC003,Indeed,2024-04-12,Rejected,Application,Minimum requirements not met,,72000.0,True
APP000988,CAN01306,JOB0101,SRC001,Career Page,2025-02-20,Rejected,Interview,Interview evaluation,,,True
APP000989,CAN14372,JOB0204,SRC003,Indeed,2024-03-28,Rejected,Application,Minimum requirements not met,,73000.0,True
APP000990,CAN08799,JOB0234,SRC003,Indeed,2025-05-12,Withdrawn,Screening,,2025-05-20,88000.0,True
APP000991,CAN02256,JOB0405,SRC004,Employee Referral,2025-06-08,Rejected,Interview,Interview evaluation,,71500.0,True
