offer_id,application_id,offer_date,base_salary_eur,bonus_pct,offer_status,response_date,decline_reason,planned_start_date
OFF000473,APP009887,2024-08-01,103000,0,Accepted,2024-08-07,,2024-09-24
OFF000475,APP009934,2025-11-27,63000,8,Accepted,2025-11-29,,2026-01-19
OFF000476,APP009941,2025-02-26,89000,12,Accepted,2025-02-27,,2025-03-21
OFF000477,APP009952,2025-04-01,100000,8,Accepted,2025-04-05,,2025-05-19
OFF000478,APP009961,2024-08-01,51500,8,Accepted,2024-08-09,,2024-07-23
OFF000479,APP009974,2025-03-04,69000,10,Accepted,2025-03-06,,2025-04-10
OFF000480,APP009983,2025-11-23,85000,0,Accepted,2025-11-24,,2025-12-25
OFF000482,APP010000,2024-06-11,62500,5,Accepted,2024-06-20,,2024-08-14
OFF000483,APP010033,2024-06-30,61000,8,Accepted,2024-07-08,,2024-09-08
OFF000484,APP010071,2025-04-08,90000,10,Accepted,2025-04-11,,2025-06-12
OFF000485,APP010107,2025-04-26,90000,0,Accepted,2025-04-30,,2025-06-04
OFF000487,APP010176,2025-05-01,70500,8,Accepted,2025-05-10,,2025-06-30
OFF000488,APP010194,2024-10-23,77000,12,Accepted,2024-10-25,,2024-12-23
OFF000489,APP010198,2025-11-21,78500,5,Declined,2025-11-27,Compensation,
OFF000490,APP010208,2024-07-30,67000,10,Accepted,2024-07-24,,2024-09-12
OFF000491,APP010235,2025-09-24,68000,12,Accepted,2025-10-03,,2025-10-26
OFF000492,APP010243,2025-10-27,70500,12,Accepted,2025-11-04,,2026-01-02
OFF000493,APP010263,2025-03-22,54000,0,Accepted,2025-03-28,,2025-04-22
OFF000495,APP010352,2024-02-11,45000,5,Accepted,2024-02-14,,2024-03-13
OFF000497,APP010374,2025-06-20,89500,0,Accepted,2025-06-24,,2025-07-26
OFF000498,APP010413,2025-05-27,80500,10,Accepted,2025-06-05,,2025-07-22
OFF000500,APP010486,2025-12-03,65500,8,Accepted,2025-12-10,,2026-02-13
OFF000501,APP010496,2024-12-28,92000,5,Accepted,2025-01-06,,2025-02-21
OFF000502,APP010579,2025-05-30,55000,0,Accepted,2025-06-07,,2025-08-03
OFF000503,APP010638,2025-06-05,91000,10,Accepted,2025-06-11,,2025-07-29
OFF000506,APP010681,2025-06-30,73500,12,Declined,2025-07-06,Compensation,
OFF000508,APP010721,2025-10-26,76000,10,Accepted,2025-10-31,,2025-12-26
OFF000509,APP010731,2025-07-23,83000,0,Accepted,2025-07-29,,2025-09-22
OFF000511,APP010762,2024-11-03,48000,10,Declined,2024-11-04,Location,
OFF000514,APP010787,2025-12-09,87500,10,Accepted,2025-12-11,,2026-02-12
OFF000515,APP010821,2024-09-30,73500,0,Accepted,2024-10-01,,2024-11-09
OFF000516,APP010850,2025-03-20,70500,12,Accepted,2025-03-23,,2025-05-23
OFF000517,APP010889,2025-07-15,64500,12,Accepted,2025-07-17,,2025-09-18
OFF000520,APP010939,2024-12-11,52000,12,Declined,2024-12-16,Role scope,
OFF000521,APP010941,2025-05-07,67000,0,Accepted,2025-05-08,,2025-06-13
OFF000523,APP011023,2025-09-15,58500,10,Declined,2025-09-20,Accepted another offer,
OFF000525,APP011036,2025-06-08,66000,0,Accepted,2025-06-11,,2025-08-12
OFF000526,APP011037,2024-08-12,66500,8,Accepted,2024-08-15,,2024-10-06
OFF000527,APP011048,2025-07-15,82000,5,Accepted,2025-07-19,,2025-08-29
OFF000529,APP011096,2024-04-15,78500,0,Accepted,2024-04-24,,2024-06-09
OFF000530,APP011120,2025-04-29,96000,8,Accepted,2025-04-30,,2025-05-22
OFF000532,APP011140,2025-05-08,82000,12,Accepted,2025-05-12,,2025-07-14
OFF000533,APP011151,2025-10-12,91000,0,Accepted,2025-10-01,,2025-11-05
OFF000534,APP011196,2025-03-01,78000,0,Accepted,2025-03-06,,2025-05-06
OFF000535,APP011243,2025-04-27,54500,0,Accepted,2025-04-22,,2025-06-01
OFF000536,APP011253,2025-07-22,89500,5,Declined,2025-07-26,Compensation,
OFF000537,APP011255,2025-07-01,68000,12,Accepted,2025-07-04,,2025-07-31
OFF000538,APP011261,2024-08-04,98500,0,Declined,2024-08-13,Location,
OFF000541,APP011302,2025-06-24,61000,5,Accepted,2025-06-25,,2025-06-05
OFF000542,APP011303,2024-09-12,81000,5,Accepted,2024-09-21,,2024-10-18
OFF000543,APP011338,2024-10-14,82000,8,Accepted,2024-10-20,,2024-12-12
OFF000545,APP011398,2024-09-24,78000,5,Accepted,2024-09-13,,2024-11-18
OFF000546,APP011429,2025-08-09,89000,10,Accepted,2025-08-15,,2025-09-25
OFF000547,APP011436,2025-11-19,64000,12,Accepted,2025-11-22,,2026-01-06
OFF000549,APP011470,2024-12-06,88500,5,Accepted,2024-12-15,,2025-01-14
OFF000550,APP011484,2024-04-15,102000,10,Accepted,2024-04-17,,2024-06-16
OFF000552,APP011501,2024-11-12,55000,5,Accepted,2024-11-17,,2024-12-09
OFF000553,APP011575,2025-04-30,76500,5,Declined,2025-05-09,Accepted another offer,
OFF000554,APP011704,2025-06-02,74500,12,Accepted,2025-06-04,,2025-07-21
OFF000557,APP011768,2024-10-14,61000,5,Declined,2024-10-23,Accepted another offer,
OFF000558,APP011769,2024-05-19,65000,10,Accepted,2024-05-23,,2024-06-13
OFF000559,APP011836,2025-03-23,83000,0,Declined,2025-03-24,Location,
OFF000561,APP011858,2025-09-20,79000,8,Accepted,2025-09-22,,2025-11-13
OFF000562,APP011868,2024-11-28,72000,5,Accepted,2024-11-30,,2025-01-29
OFF000563,APP011884,2024-04-20,88000,12,Accepted,2024-04-23,,2024-05-27
OFF000564,APP011908,2025-12-21,67500,10,Accepted,2025-12-22,,2026-01-26
OFF000565,APP011925,2025-11-10,71000,10,Accepted,2025-11-15,,2026-01-15
OFF000566,APP011988,2024-10-15,83000,8,Accepted,2024-10-24,,2024-12-20
OFF000567,APP011991,2025-02-28,75000,12,Declined,2025-03-05,Location,
OFF000568,APP011994,2025-04-12,68000,5,Accepted,2025-04-06,,2025-06-11
OFF000569,APP012009,2025-07-09,75000,10,Accepted,2025-07-13,,2025-08-24
OFF000570,APP012020,2025-07-22,70000,0,Accepted,2025-07-27,,2025-09-06
OFF000571,APP012022,2025-05-13,77000,0,Accepted,2025-05-22,,2025-06-25
OFF000572,APP012059,2025-10-30,95500,0,Accepted,2025-11-01,,2025-12-29
OFF000573,APP012075,2025-08-01,80000,8,Accepted,2025-08-09,,2025-09-26
OFF000574,APP012078,2025-04-02,80500,5,Accepted,2025-04-08,,2025-05-01
OFF000575,APP012083,2025-09-18,82000,8,Declined,2025-09-27,Compensation,
OFF000577,APP012130,2025-07-19,103000,12,Accepted,2025-07-27,,2025-09-12
OFF000578,APP012152,2025-03-05,81000,8,Accepted,2025-03-13,,2025-04-23
OFF000579,APP012178,2024-11-05,61000,10,Declined,2024-11-08,Location,
OFF000580,APP012206,2024-07-17,87500,5,Accepted,2024-07-24,,2024-09-15
OFF000583,APP012274,2024-08-11,88000,0,Declined,2024-08-18,Location,
OFF000584,APP012367,2025-08-01,63500,12,Accepted,2025-08-07,,2025-09-17
OFF000586,APP012397,2024-05-23,100000,10,Accepted,2024-05-31,,2024-06-23
OFF000590,APP012456,2025-10-29,64000,0,Accepted,2025-11-04,,2025-12-03
OFF000592,APP012467,2024-10-27,65000,5,Accepted,2024-10-30,,2024-12-14
OFF000593,APP012468,2025-05-12,69500,8,Accepted,2025-05-19,,2025-06-29
OFF000594,APP012477,2025-04-28,83000,0,Accepted,2025-05-04,,2025-07-04
OFF000595,APP012492,2024-02-07,78000,12,Accepted,2024-02-15,,2024-03-13
OFF000596,APP012527,2024-07-07,75000,8,Accepted,2024-07-08,,2024-06-27
OFF000597,APP012550,2024-09-15,71000,5,Accepted,2024-09-23,,2024-10-26
OFF000598,APP012558,2025-10-19,103000,8,Accepted,2025-10-28,,2025-12-28
OFF000600,APP012636,2024-08-10,63000,12,Accepted,2024-08-16,,2024-09-13
OFF000601,APP012640,2025-09-02,84000,10,Accepted,2025-09-04,,2025-10-22
OFF000602,APP012658,2025-08-20,115000,10,Accepted,2025-08-26,,2025-10-25
OFF000603,APP012659,2024-07-14,66500,0,Accepted,2024-07-21,,2024-08-27
OFF000604,APP012660,2025-12-03,93000,0,Accepted,2025-12-08,,2026-01-10
OFF000606,APP012674,2024-12-03,83000,8,Accepted,2024-12-09,,2025-02-11
OFF000607,APP012688,2025-11-06,78500,12,Accepted,2025-11-10,,2026-01-01
OFF000609,APP012750,2025-07-12,79500,0,Declined,2025-07-13,Role scope,
OFF000610,APP012771,2024-07-29,90000,12,Accepted,2024-08-03,,2024-09-15
OFF000611,APP012803,2025-10-03,70500,12,Declined,2025-10-07,Accepted another offer,
OFF000612,APP012812,2025-05-15,74000,10,Accepted,2025-05-20,,2025-06-29
OFF000613,APP012817,2025-07-19,91000,12,Declined,2025-07-27,Compensation,
OFF000615,APP012835,2025-07-05,68500,12,Accepted,2025-07-02,,2025-09-07
OFF000618,APP012889,2025-11-12,80000,10,Accepted,2025-11-21,,2025-12-18
OFF000619,APP012898,2024-05-02,76000,0,Accepted,2024-05-10,,2024-06-17
OFF000620,APP012944,2024-10-17,65000,0,Accepted,2024-10-21,,2024-12-25
OFF000622,APP012976,2025-02-14,86000,5,Accepted,2025-02-15,,2025-03-20
OFF000623,APP012991,2024-11-19,77000,10,Accepted,2024-11-28,,2025-01-30
OFF000625,APP013040,2024-04-16,62000,0,Accepted,2024-04-18,,2024-05-19
OFF000626,APP013086,2025-01-06,76000,8,Accepted,2025-01-07,,2025-02-01
OFF000628,APP013165,2024-09-04,68000,8,Accepted,2024-09-10,,2024-08-26
OFF000633,APP013266,2024-10-20,73500,10,Declined,2024-10-22,Accepted another offer,
OFF000635,APP013354,2024-07-29,72000,5,Accepted,2024-08-04,,2024-09-16
OFF000636,APP013381,2025-02-18,70000,12,Accepted,2025-02-24,,2025-04-06
OFF000638,APP013384,2024-04-15,75000,10,Accepted,2024-04-24,,2024-05-17
OFF000640,APP013452,2025-08-18,90000,8,Accepted,2025-08-25,,2025-09-26
OFF000642,APP013517,2024-03-08,74500,0,Accepted,2024-03-10,,2024-04-22
OFF000644,APP013600,2024-06-26,86000,12,Declined,2024-07-04,Accepted another offer,
OFF000646,APP013630,2025-04-02,80000,8,Accepted,2025-04-06,,2025-06-06
OFF000648,APP013668,2025-01-07,79000,10,Accepted,2025-01-15,,2025-03-19
OFF000650,APP013679,2025-10-12,82000,0,Accepted,2025-10-17,,2025-11-10
OFF000651,APP013701,2024-09-02,57000,8,Declined,2024-08-28,Accepted another offer,
OFF000652,APP013713,2024-09-26,72500,8,Accepted,2024-10-05,,2024-11-16
OFF000653,APP013717,2025-09-01,70000,0,Accepted,2025-09-08,,2025-11-12
OFF000654,APP013746,2025-06-06,94000,8,Accepted,2025-06-15,,2025-07-25
OFF000655,APP013827,2025-06-15,105500,12,Declined,2025-06-24,Location,
OFF000657,APP013866,2025-11-20,92500,12,Declined,2025-11-23,Compensation,
OFF000659,APP013913,2025-09-28,54000,12,Accepted,2025-10-05,,2025-12-04
OFF000660,APP013926,2025-01-31,60000,0,Accepted,2025-02-02,,2025-02-25
OFF000662,APP013943,2024-09-23,74000,12,Accepted,2024-09-25,,2024-10-21
OFF000664,APP013984,2025-10-06,48500,10,Accepted,2025-10-13,,2025-11-07
OFF000665,APP013985,2025-05-27,68000,5,Declined,2025-06-01,Accepted another offer,
OFF000666,APP014014,2025-04-15,96000,8,Accepted,2025-04-18,,2025-05-20
OFF000667,APP014116,2025-03-25,80500,10,Accepted,2025-03-31,,2025-05-06
OFF000668,APP014119,2025-03-22,66500,8,Declined,2025-03-29,Personal reasons,
OFF000669,APP014131,2025-01-12,54000,12,Accepted,2025-01-15,,2025-03-14
OFF000670,APP014138,2024-12-06,63500,12,Accepted,2024-12-11,,2025-01-15
OFF000672,APP014183,2024-10-18,58000,5,Accepted,2024-10-25,,2024-11-18
OFF000676,APP014241,2024-11-08,78000,12,Declined,2024-11-11,Role scope,
OFF000677,APP014263,2025-01-03,70000,12,Accepted,2025-01-05,,2025-02-11
OFF000678,APP014284,2025-01-23,47000,0,Accepted,2025-01-27,,2025-03-18
OFF000682,APP014451,2024-07-09,84000,10,Accepted,2024-07-15,,2024-09-18
OFF000683,APP014464,2025-02-16,83000,0,Accepted,2025-02-20,,2025-04-20
OFF000685,APP014475,2025-10-20,74000,8,Accepted,2025-10-22,,2025-12-11
OFF000686,APP014514,2026-02-06,78500,8,Accepted,2026-02-13,,2026-03-15
OFF000688,APP014575,2026-01-01,86000,12,Accepted,2026-01-10,,2026-03-08
OFF000690,APP014694,2024-03-20,48000,5,Accepted,2024-03-22,,2024-05-13
OFF000692,APP014745,2026-01-06,107500,5,Accepted,2026-01-13,,2026-03-02
OFF000694,APP014769,2025-03-01,63000,0,Accepted,2025-03-10,,2025-04-30
OFF000695,APP014782,2024-12-03,83000,8,Accepted,2024-12-12,,2025-02-13
OFF000697,APP014844,2024-04-25,86000,12,Accepted,2024-04-29,,2024-06-11
OFF000698,APP014855,2024-06-27,54000,8,Declined,2024-06-28,Accepted another offer,
OFF000699,APP014916,2024-04-13,90000,10,Accepted,2024-04-20,,2024-06-14
OFF000701,APP014940,2024-12-26,99000,10,Declined,2024-12-30,Location,
OFF000704,APP014978,2024-09-02,77500,8,Accepted,2024-09-08,,2024-10-19
OFF000705,APP014995,2025-11-29,65000,8,Accepted,2025-12-05,,2025-12-30
OFF000707,APP015094,2024-02-13,69500,0,Accepted,2024-02-20,,2024-04-06
OFF000708,APP015114,2024-12-06,91000,0,Accepted,2024-12-15,,2025-01-24
OFF000709,APP015144,2025-11-19,82000,0,Accepted,2025-11-27,,2025-12-28
OFF000713,APP015219,2025-05-31,88500,12,Accepted,2025-06-05,,2025-06-30
OFF000715,APP015279,2025-09-05,84000,0,Accepted,2025-09-12,,2025-11-08
OFF000717,APP015337,2024-11-19,96500,8,Accepted,2024-11-21,,2024-12-19
OFF000718,APP015362,2024-03-16,66000,10,Accepted,2024-03-19,,2024-04-20
OFF000719,APP015374,2024-12-30,71500,10,Accepted,2025-01-08,,2025-02-14
OFF000720,APP015389,2024-06-20,93000,12,Declined,2024-06-25,Compensation,
OFF000721,APP015391,2024-03-05,70500,0,Accepted,2024-03-07,,2024-04-14
OFF000722,APP015409,2024-12-27,69000,5,Accepted,2025-01-04,,2025-03-02
OFF000723,APP015417,2024-11-18,65000,8,Accepted,2024-11-23,,2024-12-17
OFF000724,APP015431,2024-11-05,83500,5,Accepted,2024-11-06,,2025-01-10
OFF000725,APP015465,2025-04-21,111500,10,Declined,2025-04-29,Compensation,
OFF000726,APP015468,2025-08-21,89000,5,Accepted,2025-08-18,,2025-10-13
OFF000728,APP015502,2025-08-17,55500,10,Accepted,2025-08-24,,2025-10-15
OFF000729,APP015518,2024-02-15,51000,12,Accepted,2024-02-18,,2024-03-19
OFF000731,APP015553,2025-11-05,64000,0,Accepted,2025-11-14,,2026-01-18
OFF000733,APP015577,2025-05-24,71500,0,Accepted,2025-05-26,,2025-07-28
OFF000734,APP015630,2025-11-18,88500,0,Accepted,2025-11-25,,2026-01-21
OFF000735,APP015639,2025-12-03,85000,10,Declined,2025-12-11,Compensation,
OFF000736,APP015664,2024-05-21,67000,0,Declined,2024-05-22,Accepted another offer,
OFF000737,APP015673,2024-08-09,68500,0,Accepted,2024-08-13,,2024-07-24
OFF000741,APP015793,2025-04-01,80000,8,Accepted,2025-04-07,,2025-05-10
OFF000742,APP015823,2025-03-15,79000,5,Declined,2025-03-19,Location,
OFF000746,APP015876,2025-11-27,84000,8,Declined,2025-12-04,Accepted another offer,
OFF000747,APP015881,2024-05-27,99000,5,Accepted,2024-06-02,,2024-07-20
OFF000751,APP015989,2024-09-18,74000,12,Accepted,2024-09-24,,2024-10-21
OFF000752,APP016000,2025-05-03,81000,0,Accepted,2025-05-06,,2025-05-30
OFF000753,APP016007,2024-12-16,79500,0,Accepted,2024-12-24,,2025-02-16
OFF000754,APP016025,2024-04-19,113500,12,Accepted,2024-04-20,,2024-06-05
OFF000755,APP016046,2025-10-07,51000,10,Accepted,2025-10-09,,2025-09-20
OFF000756,APP016112,2024-12-31,58000,8,Accepted,2025-01-08,,2025-03-02
OFF000759,APP016187,2025-01-08,77500,0,Declined,2025-01-17,Role scope,
OFF000760,APP016188,2024-12-10,76000,5,Declined,2024-12-17,Personal reasons,
OFF000762,APP016205,2024-10-26,62500,5,Accepted,2024-10-27,,2024-12-05
OFF000764,APP016231,2024-02-14,84500,12,Accepted,2024-02-15,,2024-03-20
OFF000766,APP016240,2025-08-06,48500,0,Accepted,2025-08-08,,2025-09-27
OFF000767,APP016259,2025-02-16,98000,5,Accepted,2025-02-22,,2025-04-11
OFF000769,APP016272,2024-05-20,70000,8,Accepted,2024-05-27,,2024-07-26
OFF000770,APP016289,2024-10-15,87500,12,Accepted,2024-10-16,,2024-11-08
OFF000772,APP016300,2025-02-13,71000,5,Accepted,2025-02-22,,2025-04-24
OFF000773,APP016306,2024-07-19,80000,12,Accepted,2024-07-27,,2024-09-16
OFF000774,APP016325,2025-09-27,77500,5,Accepted,2025-09-30,,2025-10-25
OFF000775,APP016328,2025-01-13,91500,0,Accepted,2025-01-21,,2025-02-16
OFF000777,APP016341,2024-07-31,66000,12,Accepted,2024-08-05,,2024-09-23
OFF000779,APP016392,2024-08-10,64000,5,Declined,2024-08-11,Personal reasons,
OFF000781,APP016446,2024-04-02,87000,10,Accepted,2024-04-04,,2024-05-24
OFF000784,APP016520,2024-11-24,78000,5,Accepted,2024-11-30,,2025-01-16
OFF000785,APP016540,2026-01-08,99500,8,Accepted,2026-01-17,,2026-02-24
OFF000786,APP016551,2025-04-12,57500,5,Accepted,2025-04-19,,2025-06-07
OFF000787,APP016592,2025-03-01,68000,0,Declined,2025-03-05,Compensation,
OFF000788,APP016623,2024-12-23,63000,10,Accepted,2024-12-24,,2025-02-19
OFF000789,APP016624,2024-09-17,98500,5,Accepted,2024-09-23,,2024-11-06
OFF000790,APP016635,2025-10-19,91000,10,Declined,2025-10-24,Compensation,
OFF000791,APP016706,2024-03-13,79000,0,Accepted,2024-03-22,,2024-05-23
OFF000792,APP016707,2025-03-07,98000,0,Accepted,2025-03-15,,2025-05-10
OFF000793,APP016716,2025-11-09,68000,0,Accepted,2025-11-15,,2026-01-17
OFF000795,APP016753,2025-03-19,63500,10,Accepted,2025-03-28,,2025-04-20
OFF000796,APP016757,2024-07-21,96000,10,Accepted,2024-07-29,,2024-08-27
OFF000797,APP016768,2025-09-16,72000,5,Accepted,2025-09-17,,2025-10-10
OFF000798,APP016769,2024-09-17,75500,10,Accepted,2024-09-20,,2024-10-25
OFF000800,APP016806,2025-12-09,86000,12,Accepted,2025-12-14,,2026-02-06
OFF000802,APP016927,2025-04-18,69000,0,Accepted,2025-04-24,,2025-06-25
OFF000803,APP016960,2025-08-12,113000,12,Declined,2025-08-17,Compensation,
OFF000804,APP017050,2025-02-11,87000,12,Accepted,2025-02-19,,2025-04-17
OFF000805,APP017087,2025-04-23,69500,10,Accepted,2025-04-28,,2025-06-17
OFF000806,APP017111,2024-12-25,76500,8,Accepted,2024-12-31,,2025-02-13
OFF000808,APP017139,2024-05-22,62000,12,Declined,2024-05-25,Compensation,
OFF000809,APP017187,2025-12-07,79500,12,Accepted,2025-12-14,,2026-01-17
OFF000810,APP017225,2024-02-18,57000,0,Accepted,2024-02-26,,2024-04-28
OFF000811,APP017229,2024-04-29,92500,0,Accepted,2024-05-05,,2024-06-25
OFF000813,APP017257,2024-11-26,85500,12,Accepted,2024-12-01,,2025-01-15
OFF000815,APP017298,2025-09-15,77000,12,Accepted,2025-09-21,,2025-11-09
OFF000817,APP017323,2024-03-29,74000,12,Accepted,2024-04-06,,2024-05-04
OFF000818,APP017392,2025-02-22,70000,8,Declined,2025-03-01,Compensation,
OFF000819,APP017405,2025-01-03,64000,5,Declined,2025-01-05,Accepted another offer,
OFF000820,APP017495,2024-10-30,78000,12,Accepted,2024-10-31,,2024-12-07
OFF000821,APP017524,2025-02-19,106000,8,Accepted,2025-02-27,,2025-04-10
OFF000822,APP017537,2025-01-24,115000,0,Declined,2025-01-29,Compensation,
OFF000823,APP017541,2024-11-22,73000,8,Accepted,2024-11-24,,2025-01-05
OFF000824,APP017559,2025-06-10,87500,10,Accepted,2025-06-13,,2025-08-08
OFF000825,APP017574,2025-04-12,111500,0,Accepted,2025-04-14,,2025-05-08
OFF000826,APP017618,2024-08-24,59000,12,Accepted,2024-08-31,,2024-11-04
OFF000827,APP017623,2025-03-04,91500,8,Accepted,2025-03-09,,2025-04-04
OFF000828,APP017643,2025-05-23,90000,0,Accepted,2025-06-01,,2025-07-17
OFF000829,APP017648,2024-07-14,46500,8,Accepted,2024-07-21,,2024-09-01
OFF000831,APP017656,2024-09-24,105000,10,Declined,2024-10-03,Compensation,
OFF000832,APP017667,2024-04-21,56000,12,Accepted,2024-04-27,,2024-06-23
OFF000833,APP017721,2025-07-21,54000,12,Accepted,2025-07-23,,2025-09-17
OFF000835,APP017739,2025-11-29,108000,12,Accepted,2025-12-08,,2026-01-03
OFF000836,APP017747,2025-10-18,79500,10,Accepted,2025-10-09,,2025-11-15
OFF000837,APP017750,2024-08-10,65500,0,Accepted,2024-08-15,,2024-09-19
OFF000840,APP017855,2025-08-10,86000,0,Declined,2025-08-19,Personal reasons,
OFF000841,APP017858,2024-09-08,84000,5,Declined,2024-09-14,Personal reasons,
OFF000844,APP017874,2025-07-03,68000,10,Accepted,2025-07-04,,2025-09-02
OFF000847,APP017966,2025-08-22,99000,10,Accepted,2025-08-27,,2025-10-02
OFF000848,APP017967,2025-03-31,59000,10,Accepted,2025-04-04,,2025-06-03
OFF000849,APP018019,2024-09-04,83000,5,Accepted,2024-09-11,,2024-11-02
OFF000850,APP018044,2025-11-27,85000,8,Accepted,2025-12-05,,2025-12-29
OFF000851,APP018049,2024-12-29,68000,0,Accepted,2024-12-31,,2025-02-17
OFF000852,APP018055,2025-09-08,82500,12,Declined,2025-09-13,Personal reasons,
OFF000853,APP018115,2025-09-23,100000,0,Accepted,2025-09-27,,2025-10-25
OFF000854,APP018116,2024-05-21,67000,5,Accepted,2024-05-23,,2024-07-25
OFF000855,APP018154,2025-09-18,61500,5,Accepted,2025-09-23,,2025-11-19
OFF000856,APP018192,2024-07-09,71500,12,Accepted,2024-07-12,,2024-08-15
OFF000857,APP018194,2024-09-19,60500,12,Declined,2024-09-24,Accepted another offer,
OFF000858,APP018243,2025-09-02,56000,12,Accepted,2025-09-09,,2025-10-10
OFF000861,APP018336,2024-09-06,53000,8,Accepted,2024-09-13,,2024-11-12
OFF000862,APP018337,2024-02-26,86500,5,Accepted,2024-02-29,,2024-04-06
OFF000863,APP018396,2025-04-02,73500,12,Accepted,2025-04-09,,2025-05-08
OFF000865,APP018458,2024-08-02,63000,0,Accepted,2024-08-10,,2024-10-14
OFF000866,APP018503,2024-11-04,58000,12,Accepted,2024-11-10,,2024-12-30
OFF000868,APP018546,2025-10-08,75000,8,Declined,2025-10-14,Compensation,
OFF000869,APP018557,2024-04-01,83000,12,Accepted,2024-04-06,,2024-05-25
OFF000871,APP018615,2025-02-21,87000,8,Accepted,2025-02-24,,2025-04-01
OFF000872,APP018627,2025-01-29,53000,0,Accepted,2025-02-02,,2025-03-09
OFF000873,APP018674,2025-09-12,80000,8,Declined,2025-09-20,Role scope,
OFF000874,APP018702,2025-02-18,65500,5,Declined,2025-02-21,Compensation,
OFF000875,APP018704,2025-06-16,50000,10,Accepted,2025-06-22,,2025-07-17
OFF000876,APP018733,2025-04-22,78000,8,Accepted,2025-04-30,,2025-07-02
OFF000877,APP018749,2025-07-16,74000,12,Declined,2025-07-24,Compensation,
OFF000878,APP018753,2025-09-06,62000,8,Accepted,2025-09-09,,2025-10-20
OFF000879,APP018768,2025-01-05,75500,12,Accepted,2025-01-13,,2025-03-15
OFF000880,APP018769,2025-06-02,74500,0,Accepted,2025-06-06,,2025-07-21
OFF000881,APP018784,2024-10-12,58500,10,Accepted,2024-10-09,,2024-12-14
OFF000882,APP018800,2024-12-20,56000,5,Accepted,2024-12-25,,2025-02-17
OFF000884,APP018835,2025-05-18,74500,8,Accepted,2025-05-25,,2025-06-19
OFF000885,APP018861,2024-10-16,57500,5,Accepted,2024-10-25,,2024-12-29
OFF000886,APP018918,2024-05-16,70000,12,Accepted,2024-05-24,,2024-07-27
OFF000889,APP018938,2024-04-05,59500,12,Accepted,2024-04-07,,2024-04-29
OFF000890,APP018947,2025-06-30,95000,5,Declined,2025-07-01,Compensation,
OFF000892,APP018961,2025-09-13,82000,0,Accepted,2025-09-17,,2025-10-31
OFF000893,APP018993,2025-02-24,75000,0,Accepted,2025-03-04,,2025-05-04
OFF000894,APP018999,2024-05-22,87000,5,Accepted,2024-05-24,,2024-07-10
OFF000895,APP019023,2024-08-21,51000,10,Accepted,2024-08-22,,2024-09-18
OFF000896,APP019027,2025-04-02,96000,12,Declined,2025-04-05,Compensation,
OFF000897,APP019082,2025-08-04,61000,10,Accepted,2025-08-08,,2025-09-12
OFF000898,APP019093,2025-06-08,66000,8,Accepted,2025-06-13,,2025-07-06
OFF000899,APP019105,2025-08-06,78000,12,Accepted,2025-08-14,,2025-10-02
OFF000900,APP019127,2025-03-17,70000,0,Declined,2025-03-25,Location,
OFF000901,APP019155,2025-06-07,49000,8,Declined,2025-06-12,Location,
OFF000902,APP019163,2025-08-27,49500,0,Accepted,2025-09-05,,2025-10-23
OFF000903,APP019188,2025-11-09,57000,0,Declined,2025-11-13,Personal reasons,
OFF000905,APP019220,2025-03-26,82000,10,Accepted,2025-04-04,,2025-04-25
OFF000906,APP019226,2024-04-18,77500,0,Accepted,2024-04-20,,2024-05-22
OFF000907,APP019233,2024-12-31,90000,8,Accepted,2025-01-02,,2025-02-21
OFF000908,APP019262,2024-02-28,104500,12,Accepted,2024-03-07,,2024-04-26
OFF000909,APP019294,2024-05-10,99000,10,Accepted,2024-05-19,,2024-06-27
OFF000910,APP019298,2024-12-03,76000,12,Accepted,2024-12-06,,2025-02-06
OFF000911,APP019331,2025-11-18,69000,5,Accepted,2025-11-21,,2026-01-02
OFF000913,APP019403,2024-07-01,97000,12,Accepted,2024-07-08,,2024-08-22
OFF000915,APP019428,2024-11-14,81000,8,Accepted,2024-11-21,,2025-01-24
OFF000918,APP019522,2025-07-21,92500,8,Accepted,2025-07-14,,2025-09-16
OFF000920,APP019586,2025-04-13,90000,0,Declined,2025-04-19,Role scope,
OFF000922,APP019615,2024-12-24,65500,8,Accepted,2024-12-28,,2025-02-16
OFF000923,APP019671,2024-09-12,86000,0,Accepted,2024-09-19,,2024-10-13
OFF000924,APP019748,2025-05-16,90000,0,Declined,2025-05-25,Location,
OFF000925,APP019757,2024-11-25,76500,12,Accepted,2024-11-26,,2024-12-25
OFF000926,APP019788,2025-08-05,63000,0,Accepted,2025-08-10,,2025-09-06
OFF000929,APP019863,2025-01-02,78000,10,Accepted,2025-01-10,,2025-02-28
OFF000930,APP019869,2024-08-03,86000,10,Declined,2024-08-05,Accepted another offer,
OFF000932,APP019913,2025-02-20,69500,12,Accepted,2025-02-14,,2025-04-11
